clean_utterance_path,embedding_utterance_path,interference_utterance_path,clean_segment,interference_segment,segment_length
datasets/LibriSpeech/dev-clean/2428/83699/2428-83699-0029.flac,datasets/LibriSpeech/dev-clean/2428/83705/2428-83705-0042.flac,datasets/LibriSpeech/dev-clean/2086/149220/2086-149220-0023.flac,31124,15937,3
datasets/LibriSpeech/test-clean/237/134500/237-134500-0012.flac,datasets/LibriSpeech/test-clean/237/134500/237-134500-0009.flac,datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0026.flac,84305,192100,3
datasets/LibriSpeech/dev-clean/2277/149897/2277-149897-0005.flac,datasets/LibriSpeech/dev-clean/2277/149896/2277-149896-0002.flac,datasets/LibriSpeech/test-clean/5683/32865/5683-32865-0015.flac,110187,3205,3
datasets/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac,datasets/LibriSpeech/test-clean/5639/40744/5639-40744-0028.flac,datasets/LibriSpeech/dev-clean/5338/24615/5338-24615-0012.flac,133464,12,3
datasets/LibriSpeech/dev-clean/2277/149897/2277-149897-0005.flac,datasets/LibriSpeech/dev-clean/2277/149897/2277-149897-0033.flac,datasets/LibriSpeech/dev-clean/6313/66129/6313-66129-0017.flac,98859,39249,3
datasets/LibriSpeech/test-clean/8555/284447/8555-284447-0014.flac,datasets/LibriSpeech/test-clean/8555/284449/8555-284449-0014.flac,datasets/LibriSpeech/dev-clean/2086/149220/2086-149220-0044.flac,76438,738,3
datasets/LibriSpeech/test-clean/3570/5694/3570-5694-0005.flac,datasets/LibriSpeech/test-clean/3570/5696/3570-5696-0004.flac,datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0031.flac,26821,32822,3
datasets/LibriSpeech/dev-clean/6345/93302/6345-93302-0000.flac,datasets/LibriSpeech/dev-clean/6345/93302/6345-93302-0014.flac,datasets/LibriSpeech/dev-clean/1272/141231/1272-141231-0008.flac,37639,9048,3
datasets/LibriSpeech/test-clean/1089/134686/1089-134686-0005.flac,datasets/LibriSpeech/test-clean/1089/134686/1089-134686-0026.flac,datasets/LibriSpeech/dev-clean/6295/244435/6295-244435-0023.flac,19949,69,3
datasets/LibriSpeech/dev-clean/1993/147149/1993-147149-0000.flac,datasets/LibriSpeech/dev-clean/1993/147149/1993-147149-0005.flac,datasets/LibriSpeech/test-clean/5142/36377/5142-36377-0010.flac,13773,3971,3
datasets/LibriSpeech/dev-clean/6241/61946/6241-61946-0006.flac,datasets/LibriSpeech/dev-clean/6241/61943/6241-61943-0017.flac,datasets/LibriSpeech/dev-clean/7976/110523/7976-110523-0009.flac,16660,12017,3
datasets/LibriSpeech/dev-clean/6295/64301/6295-64301-0018.flac,datasets/LibriSpeech/dev-clean/6295/64301/6295-64301-0028.flac,datasets/LibriSpeech/test-clean/6930/75918/6930-75918-0001.flac,76939,106598,3
datasets/LibriSpeech/dev-clean/422/122949/422-122949-0000.flac,datasets/LibriSpeech/dev-clean/422/122949/422-122949-0021.flac,datasets/LibriSpeech/dev-clean/3000/15664/3000-15664-0022.flac,68866,90,3
datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0028.flac,datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0030.flac,datasets/LibriSpeech/test-clean/672/122797/672-122797-0064.flac,23182,116536,3
datasets/LibriSpeech/dev-clean/5536/43359/5536-43359-0011.flac,datasets/LibriSpeech/dev-clean/5536/43359/5536-43359-0002.flac,datasets/LibriSpeech/dev-clean/7850/73752/7850-73752-0012.flac,49122,4496,3
datasets/LibriSpeech/test-clean/5683/32879/5683-32879-0006.flac,datasets/LibriSpeech/test-clean/5683/32866/5683-32866-0006.flac,datasets/LibriSpeech/test-clean/7127/75947/7127-75947-0035.flac,58746,1400,3
datasets/LibriSpeech/dev-clean/5536/43363/5536-43363-0009.flac,datasets/LibriSpeech/dev-clean/5536/43359/5536-43359-0017.flac,datasets/LibriSpeech/test-clean/7021/85628/7021-85628-0027.flac,173814,72977,3
datasets/LibriSpeech/test-clean/6829/68771/6829-68771-0005.flac,datasets/LibriSpeech/test-clean/6829/68769/6829-68769-0007.flac,datasets/LibriSpeech/test-clean/5105/28241/5105-28241-0009.flac,39501,9552,3
datasets/LibriSpeech/test-clean/237/126133/237-126133-0011.flac,datasets/LibriSpeech/test-clean/237/134500/237-134500-0042.flac,datasets/LibriSpeech/test-clean/1089/134691/1089-134691-0017.flac,13475,21243,3
datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0028.flac,datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0037.flac,datasets/LibriSpeech/test-clean/3570/5696/3570-5696-0008.flac,32724,36008,3
datasets/LibriSpeech/test-clean/6829/68769/6829-68769-0005.flac,datasets/LibriSpeech/test-clean/6829/68769/6829-68769-0041.flac,datasets/LibriSpeech/dev-clean/2078/142845/2078-142845-0030.flac,38413,77741,3
datasets/LibriSpeech/dev-clean/3536/23268/3536-23268-0016.flac,datasets/LibriSpeech/dev-clean/3536/8226/3536-8226-0032.flac,datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0052.flac,55195,2684,3
datasets/LibriSpeech/test-clean/4507/16021/4507-16021-0050.flac,datasets/LibriSpeech/test-clean/4507/16021/4507-16021-0006.flac,datasets/LibriSpeech/dev-clean/3853/163249/3853-163249-0054.flac,2045,170879,3
datasets/LibriSpeech/dev-clean/2902/9006/2902-9006-0002.flac,datasets/LibriSpeech/dev-clean/2902/9006/2902-9006-0015.flac,datasets/LibriSpeech/dev-clean/8842/302196/8842-302196-0012.flac,36261,19429,3
datasets/LibriSpeech/dev-clean/7976/110523/7976-110523-0014.flac,datasets/LibriSpeech/dev-clean/7976/110523/7976-110523-0016.flac,datasets/LibriSpeech/test-clean/121/127105/121-127105-0013.flac,28666,22089,3
datasets/LibriSpeech/test-clean/1995/1826/1995-1826-0023.flac,datasets/LibriSpeech/test-clean/1995/1837/1995-1837-0013.flac,datasets/LibriSpeech/test-clean/908/157963/908-157963-0006.flac,72516,51636,3
datasets/LibriSpeech/test-clean/5105/28240/5105-28240-0019.flac,datasets/LibriSpeech/test-clean/5105/28233/5105-28233-0005.flac,datasets/LibriSpeech/dev-clean/2078/142845/2078-142845-0015.flac,20657,73873,3
datasets/LibriSpeech/dev-clean/2803/154328/2803-154328-0007.flac,datasets/LibriSpeech/dev-clean/2803/161169/2803-161169-0013.flac,datasets/LibriSpeech/dev-clean/6319/64726/6319-64726-0001.flac,27362,144439,3
datasets/LibriSpeech/dev-clean/6345/93302/6345-93302-0016.flac,datasets/LibriSpeech/dev-clean/6345/93302/6345-93302-0023.flac,datasets/LibriSpeech/test-clean/5105/28241/5105-28241-0011.flac,11405,33289,3
datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0022.flac,datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0007.flac,datasets/LibriSpeech/test-clean/4992/41806/4992-41806-0003.flac,60531,8375,3
datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0001.flac,datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0027.flac,datasets/LibriSpeech/dev-clean/7976/110523/7976-110523-0003.flac,118389,29232,3
datasets/LibriSpeech/test-clean/7021/85628/7021-85628-0013.flac,datasets/LibriSpeech/test-clean/7021/79759/7021-79759-0000.flac,datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0038.flac,65416,3849,3
datasets/LibriSpeech/dev-clean/3536/8226/3536-8226-0018.flac,datasets/LibriSpeech/dev-clean/3536/23268/3536-23268-0030.flac,datasets/LibriSpeech/test-clean/4507/16021/4507-16021-0057.flac,22237,4382,3
datasets/LibriSpeech/test-clean/1221/135767/1221-135767-0004.flac,datasets/LibriSpeech/test-clean/1221/135767/1221-135767-0009.flac,datasets/LibriSpeech/dev-clean/3536/8226/3536-8226-0020.flac,101084,20132,3
datasets/LibriSpeech/test-clean/5683/32866/5683-32866-0004.flac,datasets/LibriSpeech/test-clean/5683/32879/5683-32879-0018.flac,datasets/LibriSpeech/test-clean/1089/134691/1089-134691-0016.flac,67488,73582,3
datasets/LibriSpeech/dev-clean/5895/34622/5895-34622-0001.flac,datasets/LibriSpeech/dev-clean/5895/34615/5895-34615-0000.flac,datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0037.flac,25863,27017,3
datasets/LibriSpeech/dev-clean/5694/64029/5694-64029-0014.flac,datasets/LibriSpeech/dev-clean/5694/64038/5694-64038-0023.flac,datasets/LibriSpeech/test-clean/8224/274381/8224-274381-0008.flac,1319,216105,3
datasets/LibriSpeech/test-clean/3570/5694/3570-5694-0011.flac,datasets/LibriSpeech/test-clean/3570/5695/3570-5695-0003.flac,datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0021.flac,86224,1190,3
datasets/LibriSpeech/dev-clean/84/121550/84-121550-0034.flac,datasets/LibriSpeech/dev-clean/84/121550/84-121550-0020.flac,datasets/LibriSpeech/dev-clean/777/126732/777-126732-0044.flac,66559,1794,3
datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0016.flac,datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0033.flac,datasets/LibriSpeech/test-clean/672/122797/672-122797-0012.flac,10886,25634,3
datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0029.flac,datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0018.flac,datasets/LibriSpeech/test-clean/6829/68771/6829-68771-0012.flac,16189,43955,3
datasets/LibriSpeech/test-clean/4077/13751/4077-13751-0020.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0006.flac,datasets/LibriSpeech/dev-clean/1919/142785/1919-142785-0022.flac,64307,8845,3
datasets/LibriSpeech/test-clean/672/122797/672-122797-0021.flac,datasets/LibriSpeech/test-clean/672/122797/672-122797-0024.flac,datasets/LibriSpeech/test-clean/121/127105/121-127105-0003.flac,1856,47125,3
datasets/LibriSpeech/dev-clean/5536/43363/5536-43363-0006.flac,datasets/LibriSpeech/dev-clean/5536/43358/5536-43358-0014.flac,datasets/LibriSpeech/test-clean/7021/85628/7021-85628-0008.flac,127907,41626,3
datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0002.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0000.flac,datasets/LibriSpeech/test-clean/7729/102255/7729-102255-0026.flac,36080,100375,3
datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0011.flac,datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0009.flac,datasets/LibriSpeech/test-clean/237/134493/237-134493-0006.flac,9710,4156,3
datasets/LibriSpeech/test-clean/908/157963/908-157963-0009.flac,datasets/LibriSpeech/test-clean/908/31957/908-31957-0015.flac,datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0004.flac,2707,70703,3
datasets/LibriSpeech/dev-clean/1272/135031/1272-135031-0001.flac,datasets/LibriSpeech/dev-clean/1272/135031/1272-135031-0004.flac,datasets/LibriSpeech/test-clean/8555/284447/8555-284447-0003.flac,19169,1719,3
datasets/LibriSpeech/dev-clean/8297/275155/8297-275155-0019.flac,datasets/LibriSpeech/dev-clean/8297/275154/8297-275154-0020.flac,datasets/LibriSpeech/dev-clean/5536/43359/5536-43359-0002.flac,24753,61928,3
datasets/LibriSpeech/test-clean/5683/32865/5683-32865-0008.flac,datasets/LibriSpeech/test-clean/5683/32865/5683-32865-0009.flac,datasets/LibriSpeech/dev-clean/6295/244435/6295-244435-0039.flac,5967,54004,3
datasets/LibriSpeech/test-clean/6829/68769/6829-68769-0033.flac,datasets/LibriSpeech/test-clean/6829/68769/6829-68769-0012.flac,datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0002.flac,1782,23496,3
datasets/LibriSpeech/test-clean/7021/79740/7021-79740-0000.flac,datasets/LibriSpeech/test-clean/7021/79730/7021-79730-0004.flac,datasets/LibriSpeech/test-clean/5105/28241/5105-28241-0003.flac,75242,485,3
datasets/LibriSpeech/dev-clean/3536/23268/3536-23268-0001.flac,datasets/LibriSpeech/dev-clean/3536/23268/3536-23268-0017.flac,datasets/LibriSpeech/test-clean/672/122797/672-122797-0012.flac,63765,49998,3
datasets/LibriSpeech/dev-clean/3000/15664/3000-15664-0002.flac,datasets/LibriSpeech/dev-clean/3000/15664/3000-15664-0034.flac,datasets/LibriSpeech/test-clean/5683/32879/5683-32879-0023.flac,30041,8015,3
datasets/LibriSpeech/dev-clean/3752/4944/3752-4944-0062.flac,datasets/LibriSpeech/dev-clean/3752/4943/3752-4943-0022.flac,datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0022.flac,1827,29323,3
datasets/LibriSpeech/test-clean/908/31957/908-31957-0012.flac,datasets/LibriSpeech/test-clean/908/31957/908-31957-0018.flac,datasets/LibriSpeech/test-clean/7176/92135/7176-92135-0008.flac,14526,6430,3
datasets/LibriSpeech/dev-clean/652/129742/652-129742-0006.flac,datasets/LibriSpeech/dev-clean/652/129742/652-129742-0004.flac,datasets/LibriSpeech/test-clean/7176/92135/7176-92135-0022.flac,6332,12598,3
datasets/LibriSpeech/test-clean/3575/170457/3575-170457-0023.flac,datasets/LibriSpeech/test-clean/3575/170457/3575-170457-0009.flac,datasets/LibriSpeech/dev-clean/1919/142785/1919-142785-0002.flac,42206,90039,3
datasets/LibriSpeech/dev-clean/2803/154328/2803-154328-0012.flac,datasets/LibriSpeech/dev-clean/2803/154320/2803-154320-0009.flac,datasets/LibriSpeech/test-clean/3570/5695/3570-5695-0004.flac,18753,49360,3
datasets/LibriSpeech/test-clean/3570/5695/3570-5695-0014.flac,datasets/LibriSpeech/test-clean/3570/5694/3570-5694-0012.flac,datasets/LibriSpeech/test-clean/121/121726/121-121726-0003.flac,52127,35214,3
datasets/LibriSpeech/dev-clean/3081/166546/3081-166546-0070.flac,datasets/LibriSpeech/dev-clean/3081/166546/3081-166546-0029.flac,datasets/LibriSpeech/dev-clean/5338/284437/5338-284437-0028.flac,73811,13712,3
datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0043.flac,datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0017.flac,datasets/LibriSpeech/test-clean/3570/5696/3570-5696-0009.flac,3212,71539,3
datasets/LibriSpeech/test-clean/61/70968/61-70968-0050.flac,datasets/LibriSpeech/test-clean/61/70968/61-70968-0032.flac,datasets/LibriSpeech/dev-clean/777/126732/777-126732-0007.flac,9086,36629,3
datasets/LibriSpeech/test-clean/8224/274384/8224-274384-0007.flac,datasets/LibriSpeech/test-clean/8224/274384/8224-274384-0012.flac,datasets/LibriSpeech/test-clean/2961/960/2961-960-0017.flac,4172,12242,3
datasets/LibriSpeech/dev-clean/2277/149896/2277-149896-0018.flac,datasets/LibriSpeech/dev-clean/2277/149896/2277-149896-0022.flac,datasets/LibriSpeech/dev-clean/1673/143397/1673-143397-0013.flac,12228,35718,3
datasets/LibriSpeech/dev-clean/3536/23268/3536-23268-0017.flac,datasets/LibriSpeech/dev-clean/3536/8226/3536-8226-0022.flac,datasets/LibriSpeech/test-clean/672/122797/672-122797-0007.flac,152842,28827,3
datasets/LibriSpeech/dev-clean/6319/64726/6319-64726-0016.flac,datasets/LibriSpeech/dev-clean/6319/64726/6319-64726-0005.flac,datasets/LibriSpeech/dev-clean/6345/93302/6345-93302-0005.flac,75670,22686,3
datasets/LibriSpeech/test-clean/1089/134686/1089-134686-0024.flac,datasets/LibriSpeech/test-clean/1089/134686/1089-134686-0015.flac,datasets/LibriSpeech/dev-clean/2428/83699/2428-83699-0027.flac,35245,4499,3
datasets/LibriSpeech/test-clean/7021/79730/7021-79730-0008.flac,datasets/LibriSpeech/test-clean/7021/79730/7021-79730-0005.flac,datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0028.flac,55355,211813,3
datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0012.flac,datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0033.flac,datasets/LibriSpeech/test-clean/3570/5694/3570-5694-0017.flac,43351,26525,3
datasets/LibriSpeech/dev-clean/1673/143396/1673-143396-0017.flac,datasets/LibriSpeech/dev-clean/1673/143397/1673-143397-0015.flac,datasets/LibriSpeech/test-clean/5142/36377/5142-36377-0014.flac,57650,149875,3
datasets/LibriSpeech/test-clean/7729/102255/7729-102255-0038.flac,datasets/LibriSpeech/test-clean/7729/102255/7729-102255-0006.flac,datasets/LibriSpeech/test-clean/237/134500/237-134500-0024.flac,29553,1676,3
datasets/LibriSpeech/test-clean/1221/135767/1221-135767-0018.flac,datasets/LibriSpeech/test-clean/1221/135766/1221-135766-0004.flac,datasets/LibriSpeech/test-clean/7021/79740/7021-79740-0009.flac,91629,1677,3
datasets/LibriSpeech/test-clean/2961/961/2961-961-0013.flac,datasets/LibriSpeech/test-clean/2961/961/2961-961-0008.flac,datasets/LibriSpeech/dev-clean/6241/66616/6241-66616-0017.flac,15188,2930,3
datasets/LibriSpeech/test-clean/5142/36377/5142-36377-0023.flac,datasets/LibriSpeech/test-clean/5142/33396/5142-33396-0010.flac,datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0016.flac,26517,1535,3
datasets/LibriSpeech/test-clean/4970/29095/4970-29095-0021.flac,datasets/LibriSpeech/test-clean/4970/29095/4970-29095-0027.flac,datasets/LibriSpeech/dev-clean/84/121550/84-121550-0035.flac,166429,49307,3
datasets/LibriSpeech/dev-clean/2428/83705/2428-83705-0004.flac,datasets/LibriSpeech/dev-clean/2428/83699/2428-83699-0037.flac,datasets/LibriSpeech/test-clean/7127/75946/7127-75946-0014.flac,10568,11903,3
datasets/LibriSpeech/dev-clean/7976/105575/7976-105575-0013.flac,datasets/LibriSpeech/dev-clean/7976/110523/7976-110523-0011.flac,datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0002.flac,42233,81568,3
datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0002.flac,datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0014.flac,datasets/LibriSpeech/dev-clean/2086/149220/2086-149220-0027.flac,56601,478,3
datasets/LibriSpeech/test-clean/4992/41806/4992-41806-0002.flac,datasets/LibriSpeech/test-clean/4992/23283/4992-23283-0016.flac,datasets/LibriSpeech/dev-clean/7976/105575/7976-105575-0005.flac,162048,22963,3
datasets/LibriSpeech/test-clean/1284/1180/1284-1180-0012.flac,datasets/LibriSpeech/test-clean/1284/134647/1284-134647-0007.flac,datasets/LibriSpeech/test-clean/5683/32866/5683-32866-0014.flac,17869,2595,3
datasets/LibriSpeech/test-clean/1221/135766/1221-135766-0011.flac,datasets/LibriSpeech/test-clean/1221/135767/1221-135767-0022.flac,datasets/LibriSpeech/test-clean/1284/1181/1284-1181-0017.flac,6782,65879,3
datasets/LibriSpeech/test-clean/8463/287645/8463-287645-0013.flac,datasets/LibriSpeech/test-clean/8463/294825/8463-294825-0010.flac,datasets/LibriSpeech/test-clean/5105/28240/5105-28240-0015.flac,35533,39462,3
datasets/LibriSpeech/dev-clean/2035/147961/2035-147961-0038.flac,datasets/LibriSpeech/dev-clean/2035/147960/2035-147960-0006.flac,datasets/LibriSpeech/dev-clean/1993/147965/1993-147965-0000.flac,1536,7340,3
datasets/LibriSpeech/dev-clean/2902/9006/2902-9006-0018.flac,datasets/LibriSpeech/dev-clean/2902/9006/2902-9006-0020.flac,datasets/LibriSpeech/test-clean/5683/32866/5683-32866-0009.flac,269049,97077,3
datasets/LibriSpeech/dev-clean/1988/24833/1988-24833-0018.flac,datasets/LibriSpeech/dev-clean/1988/147956/1988-147956-0019.flac,datasets/LibriSpeech/dev-clean/6345/93306/6345-93306-0006.flac,16821,6112,3
datasets/LibriSpeech/dev-clean/2412/153954/2412-153954-0005.flac,datasets/LibriSpeech/dev-clean/2412/153947/2412-153947-0016.flac,datasets/LibriSpeech/dev-clean/6295/244435/6295-244435-0016.flac,7543,58769,3
datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0018.flac,datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0025.flac,datasets/LibriSpeech/dev-clean/174/168635/174-168635-0005.flac,70112,30595,3
datasets/LibriSpeech/dev-clean/251/136532/251-136532-0018.flac,datasets/LibriSpeech/dev-clean/251/136532/251-136532-0000.flac,datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0041.flac,33165,683,3
datasets/LibriSpeech/test-clean/237/134493/237-134493-0006.flac,datasets/LibriSpeech/test-clean/237/134493/237-134493-0002.flac,datasets/LibriSpeech/dev-clean/2412/153948/2412-153948-0001.flac,10082,30069,3
datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0012.flac,datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0037.flac,datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0039.flac,31508,7280,3
datasets/LibriSpeech/dev-clean/652/130726/652-130726-0017.flac,datasets/LibriSpeech/dev-clean/652/130737/652-130737-0012.flac,datasets/LibriSpeech/dev-clean/3536/23268/3536-23268-0000.flac,11454,214182,3
datasets/LibriSpeech/dev-clean/5694/64025/5694-64025-0021.flac,datasets/LibriSpeech/dev-clean/5694/64029/5694-64029-0027.flac,datasets/LibriSpeech/test-clean/5105/28241/5105-28241-0000.flac,17110,24915,3
datasets/LibriSpeech/dev-clean/7976/105575/7976-105575-0016.flac,datasets/LibriSpeech/dev-clean/7976/105575/7976-105575-0001.flac,datasets/LibriSpeech/test-clean/7729/102255/7729-102255-0027.flac,91892,3048,3
datasets/LibriSpeech/dev-clean/5536/43359/5536-43359-0001.flac,datasets/LibriSpeech/dev-clean/5536/43358/5536-43358-0018.flac,datasets/LibriSpeech/dev-clean/5895/34622/5895-34622-0014.flac,81524,3862,3
datasets/LibriSpeech/dev-clean/6319/57405/6319-57405-0003.flac,datasets/LibriSpeech/dev-clean/6319/64726/6319-64726-0014.flac,datasets/LibriSpeech/test-clean/7176/88083/7176-88083-0000.flac,27048,21258,3
datasets/LibriSpeech/dev-clean/5536/43363/5536-43363-0005.flac,datasets/LibriSpeech/dev-clean/5536/43358/5536-43358-0016.flac,datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0048.flac,92432,30968,3
datasets/LibriSpeech/test-clean/8555/292519/8555-292519-0008.flac,datasets/LibriSpeech/test-clean/8555/284447/8555-284447-0017.flac,datasets/LibriSpeech/dev-clean/84/121123/84-121123-0021.flac,14999,5286,3
datasets/LibriSpeech/dev-clean/5338/284437/5338-284437-0022.flac,datasets/LibriSpeech/dev-clean/5338/24640/5338-24640-0005.flac,datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0039.flac,3211,2540,3
datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0036.flac,datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0022.flac,datasets/LibriSpeech/test-clean/8463/294825/8463-294825-0007.flac,66198,142736,3
datasets/LibriSpeech/dev-clean/5338/284437/5338-284437-0020.flac,datasets/LibriSpeech/dev-clean/5338/284437/5338-284437-0000.flac,datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0029.flac,18136,38752,3
datasets/LibriSpeech/dev-clean/2078/142845/2078-142845-0030.flac,datasets/LibriSpeech/dev-clean/2078/142845/2078-142845-0023.flac,datasets/LibriSpeech/dev-clean/2086/149220/2086-149220-0001.flac,25850,41485,3
datasets/LibriSpeech/test-clean/1284/134647/1284-134647-0007.flac,datasets/LibriSpeech/test-clean/1284/1180/1284-1180-0018.flac,datasets/LibriSpeech/test-clean/2961/960/2961-960-0010.flac,118254,46308,3
datasets/LibriSpeech/test-clean/8555/292519/8555-292519-0013.flac,datasets/LibriSpeech/test-clean/8555/292519/8555-292519-0015.flac,datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0000.flac,573,19435,3
datasets/LibriSpeech/test-clean/3570/5694/3570-5694-0014.flac,datasets/LibriSpeech/test-clean/3570/5696/3570-5696-0010.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0005.flac,79064,15400,3
datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0037.flac,datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0039.flac,datasets/LibriSpeech/dev-clean/5536/43363/5536-43363-0002.flac,19061,42928,3
datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0007.flac,datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0038.flac,datasets/LibriSpeech/dev-clean/1919/142785/1919-142785-0031.flac,22300,17071,3
datasets/LibriSpeech/test-clean/5105/28241/5105-28241-0004.flac,datasets/LibriSpeech/test-clean/5105/28241/5105-28241-0011.flac,datasets/LibriSpeech/test-clean/2961/961/2961-961-0009.flac,184586,250,3
datasets/LibriSpeech/dev-clean/652/130737/652-130737-0007.flac,datasets/LibriSpeech/dev-clean/652/130737/652-130737-0004.flac,datasets/LibriSpeech/dev-clean/3536/23268/3536-23268-0001.flac,1642,18716,3
datasets/LibriSpeech/dev-clean/2086/149220/2086-149220-0036.flac,datasets/LibriSpeech/dev-clean/2086/149220/2086-149220-0021.flac,datasets/LibriSpeech/test-clean/8463/294828/8463-294828-0033.flac,13009,29181,3
datasets/LibriSpeech/dev-clean/2078/142845/2078-142845-0019.flac,datasets/LibriSpeech/dev-clean/2078/142845/2078-142845-0022.flac,datasets/LibriSpeech/dev-clean/7976/110124/7976-110124-0006.flac,46385,5461,3
datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0006.flac,datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0028.flac,datasets/LibriSpeech/dev-clean/2412/153954/2412-153954-0002.flac,16830,647,3
datasets/LibriSpeech/test-clean/6930/81414/6930-81414-0009.flac,datasets/LibriSpeech/test-clean/6930/76324/6930-76324-0027.flac,datasets/LibriSpeech/test-clean/3570/5695/3570-5695-0015.flac,3521,22888,3
datasets/LibriSpeech/dev-clean/7850/111771/7850-111771-0001.flac,datasets/LibriSpeech/dev-clean/7850/286674/7850-286674-0011.flac,datasets/LibriSpeech/test-clean/4077/13751/4077-13751-0005.flac,21953,76358,3
datasets/LibriSpeech/test-clean/8224/274381/8224-274381-0003.flac,datasets/LibriSpeech/test-clean/8224/274384/8224-274384-0001.flac,datasets/LibriSpeech/dev-clean/5694/64025/5694-64025-0019.flac,44012,44693,3
datasets/LibriSpeech/dev-clean/6313/76958/6313-76958-0012.flac,datasets/LibriSpeech/dev-clean/6313/76958/6313-76958-0001.flac,datasets/LibriSpeech/dev-clean/2277/149874/2277-149874-0003.flac,25643,13890,3
datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0045.flac,datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0029.flac,datasets/LibriSpeech/dev-clean/652/129742/652-129742-0009.flac,98799,89634,3
datasets/LibriSpeech/test-clean/7176/88083/7176-88083-0002.flac,datasets/LibriSpeech/test-clean/7176/92135/7176-92135-0020.flac,datasets/LibriSpeech/test-clean/5683/32879/5683-32879-0005.flac,49912,13983,3
datasets/LibriSpeech/test-clean/4077/13751/4077-13751-0012.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0004.flac,datasets/LibriSpeech/dev-clean/3081/166546/3081-166546-0012.flac,45734,28320,3
datasets/LibriSpeech/dev-clean/1272/135031/1272-135031-0005.flac,datasets/LibriSpeech/dev-clean/1272/135031/1272-135031-0020.flac,datasets/LibriSpeech/test-clean/8463/287645/8463-287645-0012.flac,11164,16507,3
datasets/LibriSpeech/dev-clean/2902/9008/2902-9008-0003.flac,datasets/LibriSpeech/dev-clean/2902/9008/2902-9008-0001.flac,datasets/LibriSpeech/dev-clean/174/168635/174-168635-0010.flac,73905,86914,3
datasets/LibriSpeech/test-clean/4077/13751/4077-13751-0001.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0010.flac,datasets/LibriSpeech/test-clean/7127/75947/7127-75947-0014.flac,47457,16413,3
