clean_utterance_path,embedding_utterance_path,interference_utterance_path,clean_segment,interference_segment,segment_length
datasets/VinBigdata/dataset/47723/47723/vinfast-vsmart-000000457-47723-BinhThuan-MienTrung-2001-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/47723/47723/vinfast-vsmart-000006252-47723-BinhThuan-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/440081/440081/vinfast-vsmart-000000734-440081-PhuYen-MienTrung-2000-nu-vinfast-vsmart.wav,693,52364,3
datasets/ZaloAI2020/dataset/704/704-M-34/16k_704-28.wav,datasets/ZaloAI2020/dataset/704/704-M-34/16k_704.wav,datasets/ZaloAI2020/dataset/714/714-M-31/16k_714-10.wav,2108,4605,3
datasets/VinBigdata/dataset/Anhp_hr_1712/Anhp_hr_1712/vinfast-vsmart-000005922-Anhp_hr_1712-HaNoi-MienBac-1974-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Anhp_hr_1712/Anhp_hr_1712/vinfast-vsmart-000004315-Anhp_hr_1712-HaNoi-MienBac-1974-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/751/751-F-31/16k_751.wav,36117,4345,3
datasets/VinBigdata/dataset/43610/43610/vinfast-vsmart-000004383-43610-QuangNgai-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/43610/43610/vinfast-vsmart-000000226-43610-QuangNgai-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/796/796-M-32/16k_796-20.wav,289,1919,3
datasets/ZaloAI2020/dataset/787/787-F-29/16k_787-12.wav,datasets/ZaloAI2020/dataset/787/787-F-29/16k_787-13.wav,datasets/ZaloAI2020/dataset/458/458-M-34/16k_458-13.wav,99839,4852,3
datasets/VinBigdata/dataset/48316/48316/vinfast-vsmart-000008535-48316-DakLak-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/48316/48316/vinfast-vsmart-000003246-48316-DakLak-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Buimanhhung/Buimanhhung/vinfast-vsmart-000001016-Buimanhhung-QuangTri-MienTrung-1945-nam-vinfast-vsmart.wav,1567,13859,3
datasets/ZaloAI2020/private-test/12/12/16k_WLP20vYqz43a7GsngTlW.wav,datasets/ZaloAI2020/private-test/12/12/16k_gd8Lm4YtY5ZJ2lgrfH3c.wav,datasets/ZaloAI2020/dataset/76/76-M-32/16k_76-26.wav,21687,34604,3
datasets/ZaloAI2020/dataset/628/628-M-25/16k_628-10.wav,datasets/ZaloAI2020/dataset/628/628-M-25/16k_628-22.wav,datasets/ZaloAI2020/dataset/621/621-M-26/16k_621-23.wav,74608,9526,3
datasets/ZaloAI2020/dataset/482/482-F-35/16k_482-13.wav,datasets/ZaloAI2020/dataset/482/482-F-35/16k_482-5.wav,datasets/ZaloAI2020/dataset/50/50-M-33/16k_50-16.wav,2915,31831,3
datasets/ZaloAI2020/dataset/797/797-F-28/16k_797-11.wav,datasets/ZaloAI2020/dataset/797/797-F-28/16k_797-19.wav,datasets/VinBigdata/dataset/43610/43610/vinfast-vsmart-000004383-43610-QuangNgai-MienTrung-2000-nu-vinfast-vsmart-1.wav,40482,172,3
datasets/ZaloAI2020/dataset/605/605-F-29/16k_605-9.wav,datasets/ZaloAI2020/dataset/605/605-F-29/16k_605-26.wav,datasets/ZaloAI2020/dataset/501/501-M-27/16k_501-20.wav,3844,6202,3
datasets/ZaloAI2020/dataset/495/495-M-35/16k_495-14.wav,datasets/ZaloAI2020/dataset/495/495-M-35/16k_495-23.wav,datasets/VinBigdata/dataset/54161/54161/vinfast-vsmart-000000668-54161-DaNang-MienTrung-2002-nu-vinfast-vsmart-1.wav,34862,1842,3
datasets/ZaloAI2020/private-test/15/15/16k_37BYSVL7kZY4UzJc5xIK.wav,datasets/ZaloAI2020/private-test/15/15/16k_ny2zm5j7uDjO8nrJcfx9.wav,datasets/VinBigdata/dataset/Anhtv_cr_712/Anhtv_cr_712/vinfast-vsmart-000005565-Anhtv_cr_712-HaNoi-MienBac-1994-nu-vinfast-vsmart-1.wav,7116,527,3
datasets/ZaloAI2020/dataset/483/483-M-33/16k_483-9.wav,datasets/ZaloAI2020/dataset/483/483-M-33/16k_483-21.wav,datasets/VinBigdata/dataset/Aitam/Aitam/vinfast-vsmart-000006620-Aitam-QuangNgai-MienTrung-1997-nu-vinfast-vsmart-1.wav,16435,1639,3
datasets/VinBigdata/dataset/50972/50972/vinfast-vsmart-000004353-50972-NgheAn-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/50972/50972/vinfast-vsmart-000001760-50972-NgheAn-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/46/46-M-37/16k_46-15.wav,240,7135,3
datasets/VinBigdata/dataset/Congdd_cr_0412/Congdd_cr_0412/vinfast-vsmart-000000070-Congdd_cr_0412-BacGiang-MienBac-1996-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Congdd_cr_0412/Congdd_cr_0412/vinfast-vsmart-000003441-Congdd_cr_0412-BacGiang-MienBac-1996-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/53895/53895/vinfast-vsmart-000004314-53895-DakNong-MienTrung-2002-nam-vinfast-vsmart-1.wav,14209,585,3
datasets/ZaloAI2020/dataset/466/466-F-31/16k_466-18.wav,datasets/ZaloAI2020/dataset/466/466-F-31/16k_466-19.wav,datasets/VinBigdata/dataset/Amnv_str_1411/Amnv_str_1411/vinfast-vsmart-000001941-Amnv_str_1411-ThaiBinh-MienBac-1951-nam-vinfast-vsmart-1.wav,7802,18492,3
datasets/ZaloAI2020/dataset/746/746-M-36/16k_746-16.wav,datasets/ZaloAI2020/dataset/746/746-M-36/16k_746-20.wav,datasets/ZaloAI2020/dataset/798/798-M-30/16k_798-30.wav,15680,45135,3
datasets/VinBigdata/dataset/47112/47112/vinfast-vsmart-000000416-47112-GiaLai-MienTrung-2001-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/47112/47112/vinfast-vsmart-000000626-47112-GiaLai-MienTrung-2001-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/48027/48027/vinfast-vsmart-000004516-48027-PhuYen-MienTrung-2001-nu-vinfast-vsmart-1.wav,284,150,3
datasets/ZaloAI2020/dataset/593/593-M-28/16k_593-17.wav,datasets/ZaloAI2020/dataset/593/593-M-28/16k_593-19.wav,datasets/ZaloAI2020/dataset/742/742-M-28/16k_742-5.wav,10066,21218,3
datasets/VinBigdata/dataset/Buikimhiep_in_1611/Buikimhiep_in_1611/vinfast-vsmart-000004525-Buikimhiep_in_1611-TPHoChiMinh-MienNam-1955-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Buikimhiep_in_1611/Buikimhiep_in_1611/vinfast-vsmart-000005005-Buikimhiep_in_1611-TPHoChiMinh-MienNam-1955-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/508/508-F-29/16k_508-19.wav,9066,735,3
datasets/ZaloAI2020/dataset/451/451-M-43/16k_451-27.wav,datasets/ZaloAI2020/dataset/451/451-M-43/16k_451-25.wav,datasets/VinBigdata/dataset/Congpt_cr_2712/Congpt_cr_2712/vinfast-vsmart-000004793-Congpt_cr_2712-HaNoi-MienBac-2001-nam-vinfast-vsmart-1.wav,3008,2209,3
datasets/ZaloAI2020/dataset/805/805-F-27/16k_805-3.wav,datasets/ZaloAI2020/dataset/805/805-F-27/16k_805-10.wav,datasets/ZaloAI2020/dataset/659/659-F-39/16k_659-19.wav,1863,117576,3
datasets/VinBigdata/dataset/Aitam/Aitam/vinfast-vsmart-000000603-Aitam-QuangNgai-MienTrung-1997-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/Aitam/Aitam/vinfast-vsmart-000000145-Aitam-QuangNgai-MienTrung-1997-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/729/729-F-26/16k_729-3.wav,5373,11329,3
datasets/ZaloAI2020/dataset/671/671-M-25/16k_671-17.wav,datasets/ZaloAI2020/dataset/671/671-M-25/16k_671-34.wav,datasets/ZaloAI2020/dataset/720/720-M-30/16k_720-14.wav,3762,2277,3
datasets/ZaloAI2020/dataset/658/658-M-43/16k_658-27.wav,datasets/ZaloAI2020/dataset/658/658-M-43/16k_658-M-43.wav,datasets/VinBigdata/dataset/53789/53789/vinfast-vsmart-000003942-53789-ThanhHoa-MienTrung-2002-nu-vinfast-vsmart-1.wav,6720,5704,3
datasets/VinBigdata/dataset/44036/44036/vinfast-vsmart-000004103-44036-QuangNam-MienTrung-2000-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/44036/44036/vinfast-vsmart-000004875-44036-QuangNam-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/54816/54816/vinfast-vsmart-000004109-54816-HaTinh-MienTrung-1993-nu-vinfast-vsmart-1.wav,5761,12032,3
datasets/ZaloAI2020/dataset/802/802-M-28/16k_802-9.wav,datasets/ZaloAI2020/dataset/802/802-M-28/16k_802-7.wav,datasets/ZaloAI2020/dataset/87/87-F-26/16k_87-9.wav,16687,5185,3
datasets/ZaloAI2020/dataset/55/55-F-35/16k_55-17.wav,datasets/ZaloAI2020/dataset/55/55-F-35/16k_55-8.wav,datasets/ZaloAI2020/dataset/570/570-F-24/16k_570-6.wav,3726,4870,3
datasets/ZaloAI2020/dataset/521/521-F-30/16k_521-14.wav,datasets/ZaloAI2020/dataset/521/521-F-30/16k_521-28.wav,datasets/VinBigdata/dataset/53731/53731/vinfast-vsmart-000004095-53731-QuangNam-MienTrung-1992-nam-vinfast-vsmart-1.wav,6278,2368,3
datasets/VinBigdata/dataset/Antd_cr_3112/Antd_cr_3112/vinfast-vsmart-000005041-Antd_cr_3112-TPHoChiMinh-MienNam-1994-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Antd_cr_3112/Antd_cr_3112/vinfast-vsmart-000003647-Antd_cr_3112-TPHoChiMinh-MienNam-1994-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/95/95-F-28/16k_95-27.wav,5844,1702,3
datasets/VinBigdata/dataset/Bngoc/Bngoc/vinfast-vsmart-000005724-Bngoc-HaNoi-MienTrung-1998-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/Bngoc/Bngoc/vinfast-vsmart-000004226-Bngoc-HaNoi-MienTrung-1998-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/594/594-F-25/16k_594-5.wav,11070,4119,3
datasets/ZaloAI2020/dataset/733/733-F-26/16k_733-5.wav,datasets/ZaloAI2020/dataset/733/733-F-26/16k_733-8.wav,datasets/VinBigdata/dataset/55042/55042/vinfast-vsmart-000006662-55042-HaTinh-MienTrung-2020-nam-vinfast-vsmart-1.wav,81096,3261,3
datasets/ZaloAI2020/dataset/433/433-F-26/16k_433-31.wav,datasets/ZaloAI2020/dataset/433/433-F-26/16k_433-39.wav,datasets/VinBigdata/dataset/Buithithe/Buithithe/vinfast-vsmart-000000739-Buithithe-QuangTri-MienTrung-1940-nu-vinfast-vsmart-1.wav,1713,1523,3
datasets/ZaloAI2020/dataset/579/579-F-39/16k_579-15.wav,datasets/ZaloAI2020/dataset/579/579-F-39/16k_579-10.wav,datasets/ZaloAI2020/dataset/499/499-F-29/16k_499-7.wav,28600,12542,3
datasets/VinBigdata/dataset/51990/51990/vinfast-vsmart-000006239-51990-KonTum-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/51990/51990/vinfast-vsmart-000003730-51990-KonTum-MienTrung-2002-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/52081/52081/vinfast-vsmart-000007979-52081-ThuaThienHue-MienTrung-1995-nam-vinfast-vsmart-1.wav,10381,16498,3
datasets/VinBigdata/dataset/Chunght_cf_1412/Chunght_cf_1412/vinfast-vsmart-000005528-Chunght_cf_1412-HaNoi-MienBac-1947-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Chunght_cf_1412/Chunght_cf_1412/vinfast-vsmart-000001614-Chunght_cf_1412-HaNoi-MienBac-1947-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/742/742-M-28/16k_742-3.wav,1896,2247,3
datasets/ZaloAI2020/dataset/724/724-M-31/16k_724-5.wav,datasets/ZaloAI2020/dataset/724/724-M-31/16k_724-3.wav,datasets/ZaloAI2020/dataset/780/780-M-30/16k_780-3.wav,8643,5290,3
datasets/ZaloAI2020/dataset/99/99-F-40/16k_99-14.wav,datasets/ZaloAI2020/dataset/99/99-F-40/16k_99-4.wav,datasets/VinBigdata/dataset/54724/54724/vinfast-vsmart-000004636-54724-DakLak-MienTrung-2002-nu-vinfast-vsmart-1.wav,20797,5829,3
datasets/ZaloAI2020/dataset/575/575-F-26/16k_575-F-26.wav,datasets/ZaloAI2020/dataset/575/575-F-26/16k_575-28.wav,datasets/ZaloAI2020/dataset/498/498-M-27/16k_498-25.wav,1497,21897,3
datasets/VinBigdata/dataset/49558/49558/vinfast-vsmart-000004089-49558-ThuaThienHue-MienTrung-2001-nam-vinfast-vsmart.wav,datasets/VinBigdata/dataset/49558/49558/vinfast-vsmart-000002431-49558-ThuaThienHue-MienTrung-2001-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/53830/53830/vinfast-vsmart-000000012-53830-DakLak-MienTrung-2002-nu-vinfast-vsmart-1.wav,6018,1237,3
datasets/VinBigdata/dataset/51137/51137/vinfast-vsmart-000000221-51137-QuangNgai-MienTrung-1992-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/51137/51137/vinfast-vsmart-000002279-51137-QuangNgai-MienTrung-1992-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/773/773-F-30/16k_773-13.wav,1899,6366,3
datasets/VinBigdata/dataset/47526/47526/vinfast-vsmart-000004269-47526-PhuYen-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/47526/47526/vinfast-vsmart-000004155-47526-PhuYen-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/505/505-F-27/16k_505-30.wav,5688,3170,3
datasets/ZaloAI2020/dataset/49/49-F-26/16k_49-12.wav,datasets/ZaloAI2020/dataset/49/49-F-26/16k_49-10.wav,datasets/ZaloAI2020/dataset/640/640-M-54/16k_640-23.wav,2764,2010,3
datasets/VinBigdata/dataset/52950/52950/vinfast-vsmart-000004570-52950-GiaLai-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/52950/52950/vinfast-vsmart-000002873-52950-GiaLai-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Cuongvt_str_1612/Cuongvt_str_1612/vinfast-vsmart-000003917-Cuongvt_str_1612-VinhPhuc-MienBac-1948-nam-vinfast-vsmart-1.wav,2022,31431,3
datasets/VinBigdata/dataset/54587/54587/vinfast-vsmart-000006596-54587-NgheAn-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/54587/54587/vinfast-vsmart-000003220-54587-NgheAn-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/51135/51135/vinfast-vsmart-000004850-51135-PhuYen-MienTrung-1995-nam-vinfast-vsmart-1.wav,661,2768,3
datasets/ZaloAI2020/private-test/41/41/16k_ab7zQrq9OK8cW2u3sNux.wav,datasets/ZaloAI2020/private-test/41/41/16k_J3iUg6YGW3iu7LiK6bNC.wav,datasets/VinBigdata/dataset/41496/41496/vinfast-vsmart-000004645-41496-GiaLai-MienTrung-1994-nam-vinfast-vsmart-1.wav,8859,456,3
datasets/ZaloAI2020/dataset/514/514-F-27/16k_514-6.wav,datasets/ZaloAI2020/dataset/514/514-F-27/16k_514-5.wav,datasets/ZaloAI2020/dataset/604/604-M-34/16k_604-6.wav,6361,4886,3
datasets/VinBigdata/dataset/Chientv_cf_312/Chientv_cf_312/vinfast-vsmart-000000581-Chientv_cf_312-HaiPhong-MienBac-1956-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Chientv_cf_312/Chientv_cf_312/vinfast-vsmart-000005418-Chientv_cf_312-HaiPhong-MienBac-1956-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/46891/46891/vinfast-vsmart-000000239-46891-PhuYen-MienTrung-2001-nu-vinfast-vsmart.wav,8,3673,3
datasets/ZaloAI2020/dataset/56/56-M-40/16k_56-7.wav,datasets/ZaloAI2020/dataset/56/56-M-40/16k_56-4.wav,datasets/VinBigdata/dataset/46713/46713/vinfast-vsmart-000004767-46713-PhuYen-MienTrung-2001-nu-vinfast-vsmart-1.wav,33246,3874,3
datasets/VinBigdata/dataset/410011/410011/vinfast-vsmart-000006469-410011-GiaLai-MienTrung-1999-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/410011/410011/vinfast-vsmart-000000417-410011-GiaLai-MienTrung-1999-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/43441/43441/vinfast-vsmart-000006237-43441-PhuYen-MienTrung-1995-nam-vinfast-vsmart-1.wav,215,13457,3
datasets/ZaloAI2020/dataset/812/812-M-27/16k_812-8.wav,datasets/ZaloAI2020/dataset/812/812-M-27/16k_812-18.wav,datasets/VinBigdata/dataset/Buithinhatruc/Buithinhatruc/vinfast-vsmart-000005578-Buithinhatruc-QuangNgai-MienTrung-1990-nu-vinfast-vsmart-1.wav,11720,1028,3
datasets/ZaloAI2020/dataset/735/735-F-35/16k_735-9.wav,datasets/ZaloAI2020/dataset/735/735-F-35/16k_735.wav,datasets/ZaloAI2020/private-test/54/54/16k_tG8hLk7r5bSYt5Ju1USO.wav,42117,16756,3
datasets/VinBigdata/dataset/56940/56940/vinfast-vsmart-000005056-56940-GiaLai-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/56940/56940/vinfast-vsmart-000002440-56940-GiaLai-MienTrung-2002-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/Congtb_str_1812/Congtb_str_1812/vinfast-vsmart-000001944-Congtb_str_1812-VinhPhuc-MienBac-1949-nam-vinfast-vsmart-1.wav,16865,4635,3
datasets/ZaloAI2020/dataset/752/752-M-37/16k_752-9.wav,datasets/ZaloAI2020/dataset/752/752-M-37/16k_752-5.wav,datasets/ZaloAI2020/dataset/573/573-F-28/16k_573-15.wav,10443,1658,3
datasets/VinBigdata/dataset/49415/49415/vinfast-vsmart-000001835-49415-HaTinh-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/49415/49415/vinfast-vsmart-000003378-49415-HaTinh-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/647/647-F-32/16k_647-23.wav,11926,66352,3
datasets/ZaloAI2020/dataset/579/579-F-39/16k_579-6.wav,datasets/ZaloAI2020/dataset/579/579-F-39/16k_579-20.wav,datasets/VinBigdata/dataset/53069/53069/vinfast-vsmart-000002233-53069-DakLak-MienTrung-2002-nu-vinfast-vsmart.wav,3553,2326,3
datasets/VinBigdata/dataset/Anh02/Anh02/vinfast-vsmart-000008554-Anh02-DaNang-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Anh02/Anh02/vinfast-vsmart-000000352-Anh02-DaNang-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/636/636-M-30/16k_636-20.wav,2139,22160,3
datasets/ZaloAI2020/dataset/746/746-M-36/16k_746-13.wav,datasets/ZaloAI2020/dataset/746/746-M-36/16k_746-6.wav,datasets/VinBigdata/dataset/55044/55044/vinfast-vsmart-000004296-55044-ThuaThienHue-MienTrung-1999-nu-vinfast-vsmart-1.wav,813,10847,3
datasets/VinBigdata/dataset/Binhpt_cf_2612/Binhpt_cf_2612/vinfast-vsmart-000000214-Binhpt_cf_2612-HaNoi-MienBac-1950-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Binhpt_cf_2612/Binhpt_cf_2612/vinfast-vsmart-000008640-Binhpt_cf_2612-HaNoi-MienBac-1950-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/43157/43157/vinfast-vsmart-000004170-43157-QuangNam-MienTrung-2000-nam-vinfast-vsmart-1.wav,18627,18761,3
datasets/VinBigdata/dataset/Bent_str_2211/Bent_str_2211/vinfast-vsmart-000000457-Bent_str_2211-CanTho-MienNam-1949-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Bent_str_2211/Bent_str_2211/vinfast-vsmart-000003387-Bent_str_2211-CanTho-MienNam-1949-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Boy/Boy/vinfast-vsmart-000003512-Boy-DaNang-MienTrung-2001-nam-vinfast-vsmart-1.wav,10105,12214,3
datasets/ZaloAI2020/dataset/78/78-M-34/16k_78-14.wav,datasets/ZaloAI2020/dataset/78/78-M-34/16k_78-16.wav,datasets/VinBigdata/dataset/52449/52449/vinfast-vsmart-000004443-52449-PhuYen-MienTrung-2002-nu-vinfast-vsmart-1.wav,10011,2259,3
datasets/VinBigdata/dataset/Buianhduyet_cf_261120/Buianhduyet_cf_261120/vinfast-vsmart-000004976-Buianhduyet_cf_261120-TPHoChiMinh-MienNam-1960-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Buianhduyet_cf_261120/Buianhduyet_cf_261120/vinfast-vsmart-000002073-Buianhduyet_cf_261120-TPHoChiMinh-MienNam-1960-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/51303/51303/vinfast-vsmart-000004485-51303-QuangNgai-MienTrung-2002-nu-vinfast-vsmart.wav,10641,2016,3
datasets/VinBigdata/dataset/47445/47445/vinfast-vsmart-000002042-47445-BinhDinh-MienTrung-1990-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/47445/47445/vinfast-vsmart-000002879-47445-BinhDinh-MienTrung-1990-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/502/502-F-28/16k_502-16.wav,313,6796,3
datasets/VinBigdata/dataset/51854/51854/vinfast-vsmart-000000030-51854-GiaLai-MienTrung-2002-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/51854/51854/vinfast-vsmart-000001664-51854-GiaLai-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/606/606-F-33/16k_606-14.wav,2699,498,3
datasets/ZaloAI2020/dataset/495/495-M-35/16k_495-40.wav,datasets/ZaloAI2020/dataset/495/495-M-35/16k_495-24.wav,datasets/ZaloAI2020/dataset/486/486-F-33/16k_486-33.wav,3063,8644,3
datasets/ZaloAI2020/dataset/784/784-M-31/16k_784-6.wav,datasets/ZaloAI2020/dataset/784/784-M-31/16k_784-12.wav,datasets/ZaloAI2020/dataset/527/527-M-24/16k_527-27.wav,150186,8200,3
datasets/ZaloAI2020/dataset/762/762-M-30/16k_762-16.wav,datasets/ZaloAI2020/dataset/762/762-M-30/16k_762-12.wav,datasets/ZaloAI2020/dataset/770/770-M-30/16k_770-11.wav,18073,30767,3
datasets/ZaloAI2020/private-test/51/51/16k_Apm8slbSaa9018RQrsrk.wav,datasets/ZaloAI2020/private-test/51/51/16k_UF2F0gVRkOLEvJEsH541.wav,datasets/ZaloAI2020/dataset/660/660-F-34/16k_660-24.wav,35576,18740,3
datasets/VinBigdata/dataset/43780/43780/vinfast-vsmart-000000203-43780-PhuYen-MienTrung-2000-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/43780/43780/vinfast-vsmart-000003527-43780-PhuYen-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/private-test/21/21/16k_6Z3cxSG92TI8ILdniAil.wav,21713,11101,3
datasets/ZaloAI2020/dataset/763/763-F-26/16k_763-4.wav,datasets/ZaloAI2020/dataset/763/763-F-26/16k_763-12.wav,datasets/ZaloAI2020/dataset/606/606-F-33/16k_606-16.wav,9880,2867,3
datasets/ZaloAI2020/dataset/90/90-F-50/16k_90-4.wav,datasets/ZaloAI2020/dataset/90/90-F-50/16k_90-5.wav,datasets/ZaloAI2020/dataset/434/434-F-30/16k_434-37.wav,45853,35724,3
datasets/ZaloAI2020/dataset/735/735-F-35/16k_735-10.wav,datasets/ZaloAI2020/dataset/735/735-F-35/16k_735-5.wav,datasets/ZaloAI2020/dataset/96/96-M-29/16k_96-19.wav,12943,86899,3
datasets/VinBigdata/dataset/Anhltn/Anhltn/vinfast-vsmart-000010124-Anhltn-HaNoi-MienTrung-1975-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Anhltn/Anhltn/vinfast-vsmart-000000354-Anhltn-HaNoi-MienTrung-1975-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/500391/500391/vinfast-vsmart-000004733-500391-GiaLai-MienTrung-1993-nam-vinfast-vsmart-1.wav,11506,1406,3
datasets/ZaloAI2020/dataset/66/66-M-26/16k_66-4.wav,datasets/ZaloAI2020/dataset/66/66-M-26/16k_66-11.wav,datasets/VinBigdata/dataset/47516/47516/vinfast-vsmart-000000236-47516-PhuYen-MienTrung-2001-nu-vinfast-vsmart-1.wav,40773,13397,3
datasets/VinBigdata/dataset/52385/52385/vinfast-vsmart-000000757-52385-HaNoi-MienTrung-2002-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/52385/52385/vinfast-vsmart-000001348-52385-HaNoi-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/47520/47520/vinfast-vsmart-000004083-47520-PhuYen-MienTrung-2001-nu-vinfast-vsmart.wav,5193,3594,3
datasets/VinBigdata/dataset/49698/49698/vinfast-vsmart-000003468-49698-HaTinh-MienTrung-2001-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/49698/49698/vinfast-vsmart-000003907-49698-HaTinh-MienTrung-2001-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/53/53-F-27/16k_53-7.wav,1708,8017,3
datasets/VinBigdata/dataset/47919/47919/vinfast-vsmart-000003320-47919-PhuYen-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/47919/47919/vinfast-vsmart-000000294-47919-PhuYen-MienTrung-2001-nu-vinfast-vsmart.wav,datasets/ZaloAI2020/dataset/756/756-M-29/16k_756-13.wav,57835,31680,3
datasets/VinBigdata/dataset/50892/50892/vinfast-vsmart-000002981-50892-PhuYen-MienTrung-1995-nam-vinfast-vsmart.wav,datasets/VinBigdata/dataset/50892/50892/vinfast-vsmart-000000920-50892-PhuYen-MienTrung-1995-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/564/564-M-30/16k_564-26.wav,25365,10075,3
datasets/ZaloAI2020/dataset/790/790-M-29/16k_790-13.wav,datasets/ZaloAI2020/dataset/790/790-M-29/16k_790-11.wav,datasets/VinBigdata/dataset/52449/52449/vinfast-vsmart-000003863-52449-PhuYen-MienTrung-2002-nu-vinfast-vsmart-1.wav,28034,104,3
datasets/VinBigdata/dataset/49999/49999/vinfast-vsmart-000005021-49999-DaNang-MienTrung-2001-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/49999/49999/vinfast-vsmart-000003350-49999-DaNang-MienTrung-2001-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/765/765-F-25/16k_765.wav,640,1511,3
